dm_33aadb9a	WCI-Project	STS-WTP670529-001-WCI	ENC002-PL-บ้านไร่ ม.8 ต.นายาง อ.สบปราบ จ.ลำปาง	Close			2024-05-24				2008000	0.10	THB	2024-05-15		2008000			ENC002	ENC002-PL-บ้านไร่ ม.8 ต.นายาง อ.สบปราบ จ.ลำปาง	WCI โอนสิทธิ์ ครั้งที่ 1 (ผูกกับ STS=STS-WTP670529-001)
dm_17434835	WCI-Project	STS-WTP670513-001(130)-WCI	PP001-PL-ม.8 ต.ท่าบอน อ.ระโนด จ.สงขลา	Close			2024-03-21				2160000	0.10	THB	2024-05-15		2160000			PP001	PP001-PL-ม.8 ต.ท่าบอน อ.ระโนด จ.สงขลา	WCI โอนสิทธิ์ ครั้งที่ 1 (ผูกกับ STS=STS-WTP670513-001(130))
dm_3f6fa32e	WCI-Project	STS-WTP670529-002-WCI	INS001-PL-บ้านนาขุม ม.1 ต.นาขุม อ.บ้านโคก จ.อุตรดิตถ์	Close			2024-05-23				2160000	0.10	THB	2024-05-15		2160000			INS001	INS001-PL-บ้านนาขุม ม.1 ต.นาขุม อ.บ้านโคก จ.อุตรดิตถ์	WCI โอนสิทธิ์ ครั้งที่ 1 (ผูกกับ STS=STS-WTP670529-002)
dm_18330793	WCI-Project	STS-WTP670529-003-WCI	PP002-PL-บ้านหารบัว ม.9 ต.ทุ่งนารี อ.ป่าบอน จ.พัทลุง	Close			2024-05-27				2008000	0.10	THB	2024-06-04		2008000			PP002	PP002-PL-บ้านหารบัว ม.9 ต.ทุ่งนารี อ.ป่าบอน จ.พัทลุง	WCI โอนสิทธิ์ ครั้งที่ 1 (ผูกกับ STS=STS-WTP670529-003)
dm_c34d3b21	WCI-Project	STS-WTP670529-004-WCI	TTI001-PL-บ้านหนองรี ม.5 ต.เมืองเก่า อ.กบินทร์บุรี จ.ปราจีนบุรี	Close			2024-05-28				2159600	0.10	THB	2024-06-04		2159600			TTI001	TTI001-PL-บ้านหนองรี ม.5 ต.เมืองเก่า อ.กบินทร์บุรี จ.ปราจีนบุรี	WCI โอนสิทธิ์ ครั้งที่ 1 (ผูกกับ STS=STS-WTP670529-004)
dm_c145918c	WCI-Project	STS-WTP670610-001(142)-WCI	ENC018-PL-บ้านเนินสำราญ ม.2 ต.ไทรงาม อ.ไทรงาม จ.กำแพงเพชร	Close			2024-06-11				2008000	0.10	THB	2024-06-05		2008000			ENC018	ENC018-PL-บ้านเนินสำราญ ม.2 ต.ไทรงาม อ.ไทรงาม จ.กำแพงเพชร	WCI โอนสิทธิ์ ครั้งที่ 1 (ผูกกับ STS=STS-WTP670610-001(142))
dm_14b74040	WCI-Project	STS-WTP670610-002(143)-WCI	STR007-PL-บ้านย่านยาว ม.3 ต.ย่านยาว อ.สามชุก จ.สุพรรณบุรี	Close			2024-06-10				2160000	0.10	THB	2024-06-07		2160000			STR007	STR007-PL-บ้านย่านยาว ม.3 ต.ย่านยาว อ.สามชุก จ.สุพรรณบุรี	WCI โอนสิทธิ์ ครั้งที่ 1 (ผูกกับ STS=STS-WTP670610-002(143))
dm_f908c59c	WCI-Project	STS-WTP670529-009 (140)-WCI	ENC001-PL-บ้านนา ม.2 ต.บ้านนา อ.วชิรบารมี จ.พิจิตร	Close			2024-05-24				2160000	0.10	THB	2024-06-19		2160000			ENC001	ENC001-PL-บ้านนา ม.2 ต.บ้านนา อ.วชิรบารมี จ.พิจิตร	WCI โอนสิทธิ์ ครั้งที่ 1 (ผูกกับ STS=STS-WTP670529-009 (140))
dm_ad30eab0	WCI-Project	STS-WTP670529-005 (136)-WCI	ENC006-PL-บ้านโนนสะอาด ม.2 ต.บ้านแวง อ.พุทไธสง จ.บุรีรัมย์	Close			2024-05-27				2160000	0.10	THB	2024-06-21		2160000			ENC006	ENC006-PL-บ้านโนนสะอาด ม.2 ต.บ้านแวง อ.พุทไธสง จ.บุรีรัมย์	WCI โอนสิทธิ์ ครั้งที่ 1 (ผูกกับ STS=STS-WTP670529-005 (136))
dm_2ce8b546	WCI-Project	STS-WTP670529-006 (137)-WCI	ENC005-PL-บ้านแวง ม.1 ต.บ้านแวง อ.พุทไธสง จ.บุรีรัมย์	Close			2024-05-27				2160000	0.10	THB	2024-06-21		2160000			ENC005	ENC005-PL-บ้านแวง ม.1 ต.บ้านแวง อ.พุทไธสง จ.บุรีรัมย์	WCI โอนสิทธิ์ ครั้งที่ 1 (ผูกกับ STS=STS-WTP670529-006 (137))
dm_a0faaca2	WCI-Project	STS-WTP670529-007 (138)-WCI	ENC007-PL-บ้านสระแวง ม.7 ต.บ้านแวง อ.พุทไธสง จ.บุรีรัมย์	Close			2024-05-27				2160000	0.10	THB	2024-06-21		2160000			ENC007	ENC007-PL-บ้านสระแวง ม.7 ต.บ้านแวง อ.พุทไธสง จ.บุรีรัมย์	WCI โอนสิทธิ์ ครั้งที่ 1 (ผูกกับ STS=STS-WTP670529-007 (138))
dm_a24f7c31	WCI-Project	STS-WTP670529-008 (139)-WCI	ENC003-PL-บ้านทรายขาว ม.7 ต.ศรีดงเย็น อ.ไชยปราการ จ.เชียงใหม่	Close			2024-05-24				2160000	0.10	THB	2024-06-21		2160000			ENC003	ENC003-PL-บ้านทรายขาว ม.7 ต.ศรีดงเย็น อ.ไชยปราการ จ.เชียงใหม่	WCI โอนสิทธิ์ ครั้งที่ 1 (ผูกกับ STS=STS-WTP670529-008 (139))
